Nº de abonados;Sexo;Edad;Tipo de abono;Centro deportivo;Mes
2;HOMBRE;19;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
1;HOMBRE;21;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
4;HOMBRE;22;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
4;HOMBRE;24;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
2;HOMBRE;25;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
3;HOMBRE;26;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
3;HOMBRE;27;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
2;HOMBRE;28;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
2;HOMBRE;29;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
1;HOMBRE;30;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
2;HOMBRE;31;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
2;HOMBRE;32;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
2;HOMBRE;33;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
2;HOMBRE;35;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
2;HOMBRE;37;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
2;HOMBRE;40;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
3;HOMBRE;41;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
1;HOMBRE;42;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
1;HOMBRE;44;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
2;HOMBRE;46;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
3;HOMBRE;47;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
6;HOMBRE;48;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
1;HOMBRE;49;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
1;HOMBRE;50;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
2;HOMBRE;51;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
2;HOMBRE;52;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
2;HOMBRE;53;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
1;HOMBRE;54;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
2;HOMBRE;55;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
2;HOMBRE;56;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
2;HOMBRE;57;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
3;HOMBRE;59;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
1;HOMBRE;60;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
1;HOMBRE;61;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
3;HOMBRE;63;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
2;HOMBRE;64;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;feb-26
1;MUJER;19;ADM USO LIBRE;La Fundi;feb-26
1;MUJER;24;ADM USO LIBRE;La Fundi;feb-26
2;MUJER;26;ADM USO LIBRE;La Fundi;feb-26
1;MUJER;30;ADM USO LIBRE;La Fundi;feb-26
1;MUJER;57;ADM USO LIBRE;La Fundi;feb-26
1;MUJER;60;ADM USO LIBRE;La Fundi;feb-26
2;MUJER;63;ADM USO LIBRE;La Fundi;feb-26
3;MUJER;64;ADM USO LIBRE;La Fundi;feb-26
3;MUJER;65;ADM USO LIBRE;La Fundi;feb-26
2;MUJER;66;ADM USO LIBRE;La Fundi;feb-26
1;MUJER;67;ADM USO LIBRE;La Fundi;feb-26
2;MUJER;68;ADM USO LIBRE;La Fundi;feb-26
3;MUJER;69;ADM USO LIBRE;La Fundi;feb-26
4;MUJER;70;ADM USO LIBRE;La Fundi;feb-26
3;MUJER;71;ADM USO LIBRE;La Fundi;feb-26
1;MUJER;72;ADM USO LIBRE;La Fundi;feb-26
2;MUJER;74;ADM USO LIBRE;La Fundi;feb-26
2;MUJER;77;ADM USO LIBRE;La Fundi;feb-26
1;MUJER;78;ADM USO LIBRE;La Fundi;feb-26
1;MUJER;81;ADM USO LIBRE;La Fundi;feb-26
1;MUJER;88;ADM USO LIBRE;La Fundi;feb-26
1;HOMBRE;21;ADM USO LIBRE;La Fundi;feb-26
2;HOMBRE;28;ADM USO LIBRE;La Fundi;feb-26
1;HOMBRE;30;ADM USO LIBRE;La Fundi;feb-26
2;HOMBRE;31;ADM USO LIBRE;La Fundi;feb-26
1;HOMBRE;34;ADM USO LIBRE;La Fundi;feb-26
1;HOMBRE;36;ADM USO LIBRE;La Fundi;feb-26
1;HOMBRE;40;ADM USO LIBRE;La Fundi;feb-26
1;HOMBRE;43;ADM USO LIBRE;La Fundi;feb-26
1;HOMBRE;45;ADM USO LIBRE;La Fundi;feb-26
1;HOMBRE;46;ADM USO LIBRE;La Fundi;feb-26
1;HOMBRE;47;ADM USO LIBRE;La Fundi;feb-26
1;HOMBRE;49;ADM USO LIBRE;La Fundi;feb-26
1;HOMBRE;53;ADM USO LIBRE;La Fundi;feb-26
1;HOMBRE;56;ADM USO LIBRE;La Fundi;feb-26
1;HOMBRE;57;ADM USO LIBRE;La Fundi;feb-26
1;HOMBRE;58;ADM USO LIBRE;La Fundi;feb-26
1;HOMBRE;60;ADM USO LIBRE;La Fundi;feb-26
2;HOMBRE;63;ADM USO LIBRE;La Fundi;feb-26
6;HOMBRE;64;ADM USO LIBRE;La Fundi;feb-26
8;HOMBRE;65;ADM USO LIBRE;La Fundi;feb-26
8;HOMBRE;66;ADM USO LIBRE;La Fundi;feb-26
3;HOMBRE;67;ADM USO LIBRE;La Fundi;feb-26
11;HOMBRE;68;ADM USO LIBRE;La Fundi;feb-26
6;HOMBRE;69;ADM USO LIBRE;La Fundi;feb-26
4;HOMBRE;70;ADM USO LIBRE;La Fundi;feb-26
8;HOMBRE;71;ADM USO LIBRE;La Fundi;feb-26
3;HOMBRE;72;ADM USO LIBRE;La Fundi;feb-26
4;HOMBRE;73;ADM USO LIBRE;La Fundi;feb-26
3;HOMBRE;74;ADM USO LIBRE;La Fundi;feb-26
4;HOMBRE;75;ADM USO LIBRE;La Fundi;feb-26
3;HOMBRE;77;ADM USO LIBRE;La Fundi;feb-26
1;HOMBRE;78;ADM USO LIBRE;La Fundi;feb-26
1;HOMBRE;79;ADM USO LIBRE;La Fundi;feb-26
1;HOMBRE;82;ADM USO LIBRE;La Fundi;feb-26
1;HOMBRE;85;ADM USO LIBRE;La Fundi;feb-26
1;MUJER;21;ADM ACTIVIDAD DIRIGIDA;La Fundi;mar-26
1;MUJER;26;ADM ACTIVIDAD DIRIGIDA;La Fundi;mar-26
1;MUJER;38;ADM ACTIVIDAD DIRIGIDA;La Fundi;mar-26
1;MUJER;42;ADM ACTIVIDAD DIRIGIDA;La Fundi;mar-26
1;MUJER;43;ADM ACTIVIDAD DIRIGIDA;La Fundi;mar-26
2;MUJER;45;ADM ACTIVIDAD DIRIGIDA;La Fundi;mar-26
2;MUJER;46;ADM ACTIVIDAD DIRIGIDA;La Fundi;mar-26
1;MUJER;47;ADM ACTIVIDAD DIRIGIDA;La Fundi;mar-26
2;MUJER;48;ADM ACTIVIDAD DIRIGIDA;La Fundi;mar-26
1;MUJER;49;ADM ACTIVIDAD DIRIGIDA;La Fundi;mar-26
1;MUJER;51;ADM ACTIVIDAD DIRIGIDA;La Fundi;mar-26
1;MUJER;52;ADM ACTIVIDAD DIRIGIDA;La Fundi;mar-26
1;MUJER;53;ADM ACTIVIDAD DIRIGIDA;La Fundi;mar-26
4;MUJER;54;ADM ACTIVIDAD DIRIGIDA;La Fundi;mar-26
3;MUJER;55;ADM ACTIVIDAD DIRIGIDA;La Fundi;mar-26
1;MUJER;56;ADM ACTIVIDAD DIRIGIDA;La Fundi;mar-26
3;MUJER;57;ADM ACTIVIDAD DIRIGIDA;La Fundi;mar-26
3;MUJER;59;ADM ACTIVIDAD DIRIGIDA;La Fundi;mar-26
2;MUJER;62;ADM ACTIVIDAD DIRIGIDA;La Fundi;mar-26
1;MUJER;64;ADM ACTIVIDAD DIRIGIDA;La Fundi;mar-26
1;MUJER;65;ADM ACTIVIDAD DIRIGIDA;La Fundi;mar-26
1;HOMBRE;32;ADM ACTIVIDAD DIRIGIDA;La Fundi;mar-26
1;HOMBRE;56;ADM ACTIVIDAD DIRIGIDA;La Fundi;mar-26
1;HOMBRE;59;ADM ACTIVIDAD DIRIGIDA;La Fundi;mar-26
1;HOMBRE;61;ADM ACTIVIDAD DIRIGIDA;La Fundi;mar-26
1;HOMBRE;62;ADM ACTIVIDAD DIRIGIDA;La Fundi;mar-26
1;MUJER;22;ADM COMPLETO;La Fundi;mar-26
1;MUJER;28;ADM COMPLETO;La Fundi;mar-26
1;MUJER;39;ADM COMPLETO;La Fundi;mar-26
1;MUJER;58;ADM COMPLETO;La Fundi;mar-26
1;MUJER;62;ADM COMPLETO;La Fundi;mar-26
1;MUJER;64;ADM COMPLETO;La Fundi;mar-26
2;MUJER;65;ADM COMPLETO;La Fundi;mar-26
6;MUJER;66;ADM COMPLETO;La Fundi;mar-26
2;MUJER;67;ADM COMPLETO;La Fundi;mar-26
2;MUJER;68;ADM COMPLETO;La Fundi;mar-26
4;MUJER;69;ADM COMPLETO;La Fundi;mar-26
1;MUJER;71;ADM COMPLETO;La Fundi;mar-26
1;MUJER;72;ADM COMPLETO;La Fundi;mar-26
1;MUJER;74;ADM COMPLETO;La Fundi;mar-26
1;MUJER;75;ADM COMPLETO;La Fundi;mar-26
2;MUJER;80;ADM COMPLETO;La Fundi;mar-26
1;HOMBRE;21;ADM COMPLETO;La Fundi;mar-26
1;HOMBRE;27;ADM COMPLETO;La Fundi;mar-26
1;HOMBRE;40;ADM COMPLETO;La Fundi;mar-26
1;HOMBRE;53;ADM COMPLETO;La Fundi;mar-26
1;HOMBRE;55;ADM COMPLETO;La Fundi;mar-26
1;HOMBRE;59;ADM COMPLETO;La Fundi;mar-26
1;HOMBRE;60;ADM COMPLETO;La Fundi;mar-26
5;HOMBRE;64;ADM COMPLETO;La Fundi;mar-26
2;HOMBRE;66;ADM COMPLETO;La Fundi;mar-26
3;HOMBRE;68;ADM COMPLETO;La Fundi;mar-26
1;HOMBRE;72;ADM COMPLETO;La Fundi;mar-26
1;HOMBRE;77;ADM COMPLETO;La Fundi;mar-26
1;HOMBRE;82;ADM COMPLETO;La Fundi;mar-26
1;MUJER;8;ADM FAMILIAR;La Fundi;mar-26
2;MUJER;16;ADM FAMILIAR;La Fundi;mar-26
1;MUJER;20;ADM FAMILIAR;La Fundi;mar-26
2;MUJER;23;ADM FAMILIAR;La Fundi;mar-26
1;MUJER;45;ADM FAMILIAR;La Fundi;mar-26
1;MUJER;52;ADM FAMILIAR;La Fundi;mar-26
1;MUJER;59;ADM FAMILIAR;La Fundi;mar-26
1;HOMBRE;5;ADM FAMILIAR;La Fundi;mar-26
1;HOMBRE;44;ADM FAMILIAR;La Fundi;mar-26
1;HOMBRE;54;ADM FAMILIAR;La Fundi;mar-26
1;HOMBRE;56;ADM FAMILIAR;La Fundi;mar-26
1;MUJER;39;ADM REDUCIDO;La Fundi;mar-26
1;MUJER;43;ADM REDUCIDO;La Fundi;mar-26
1;MUJER;49;ADM REDUCIDO;La Fundi;mar-26
1;MUJER;54;ADM REDUCIDO;La Fundi;mar-26
1;MUJER;63;ADM REDUCIDO;La Fundi;mar-26
3;MUJER;66;ADM REDUCIDO;La Fundi;mar-26
3;MUJER;67;ADM REDUCIDO;La Fundi;mar-26
2;MUJER;68;ADM REDUCIDO;La Fundi;mar-26
1;MUJER;69;ADM REDUCIDO;La Fundi;mar-26
3;MUJER;70;ADM REDUCIDO;La Fundi;mar-26
1;MUJER;71;ADM REDUCIDO;La Fundi;mar-26
1;MUJER;72;ADM REDUCIDO;La Fundi;mar-26
2;MUJER;73;ADM REDUCIDO;La Fundi;mar-26
2;MUJER;74;ADM REDUCIDO;La Fundi;mar-26
1;MUJER;75;ADM REDUCIDO;La Fundi;mar-26
2;MUJER;76;ADM REDUCIDO;La Fundi;mar-26
1;MUJER;77;ADM REDUCIDO;La Fundi;mar-26
2;MUJER;78;ADM REDUCIDO;La Fundi;mar-26
1;MUJER;79;ADM REDUCIDO;La Fundi;mar-26
1;MUJER;82;ADM REDUCIDO;La Fundi;mar-26
1;MUJER;83;ADM REDUCIDO;La Fundi;mar-26
1;MUJER;85;ADM REDUCIDO;La Fundi;mar-26
1;HOMBRE;69;ADM REDUCIDO;La Fundi;mar-26
2;HOMBRE;70;ADM REDUCIDO;La Fundi;mar-26
1;HOMBRE;72;ADM REDUCIDO;La Fundi;mar-26
1;HOMBRE;73;ADM REDUCIDO;La Fundi;mar-26
2;HOMBRE;74;ADM REDUCIDO;La Fundi;mar-26
2;HOMBRE;75;ADM REDUCIDO;La Fundi;mar-26
1;HOMBRE;76;ADM REDUCIDO;La Fundi;mar-26
1;HOMBRE;77;ADM REDUCIDO;La Fundi;mar-26
2;HOMBRE;81;ADM REDUCIDO;La Fundi;mar-26
1;MUJER;16;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;MUJER;18;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
2;MUJER;19;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
4;MUJER;20;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
2;MUJER;22;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
5;MUJER;23;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
3;MUJER;24;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
2;MUJER;25;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
2;MUJER;26;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
2;MUJER;27;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
3;MUJER;28;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;MUJER;31;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;MUJER;34;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;MUJER;35;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
2;MUJER;36;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;MUJER;37;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;MUJER;42;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;MUJER;43;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;MUJER;45;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;MUJER;46;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;MUJER;47;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
2;MUJER;48;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
2;MUJER;50;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;MUJER;52;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
2;MUJER;53;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;MUJER;54;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
2;MUJER;55;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
2;MUJER;56;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
2;MUJER;57;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;MUJER;58;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;MUJER;59;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
3;MUJER;60;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;MUJER;61;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
3;MUJER;63;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;HOMBRE;17;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
3;HOMBRE;18;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
2;HOMBRE;19;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
2;HOMBRE;21;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
3;HOMBRE;22;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;HOMBRE;23;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
4;HOMBRE;24;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
2;HOMBRE;25;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
5;HOMBRE;26;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
2;HOMBRE;27;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
2;HOMBRE;28;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
2;HOMBRE;29;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
3;HOMBRE;30;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;HOMBRE;31;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
2;HOMBRE;32;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;HOMBRE;33;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;HOMBRE;34;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;HOMBRE;35;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;HOMBRE;36;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;HOMBRE;37;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
3;HOMBRE;41;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;HOMBRE;42;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;HOMBRE;43;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;HOMBRE;44;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;HOMBRE;45;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
2;HOMBRE;46;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
3;HOMBRE;47;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
6;HOMBRE;48;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;HOMBRE;49;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;HOMBRE;50;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
2;HOMBRE;51;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
2;HOMBRE;52;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
2;HOMBRE;53;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;HOMBRE;54;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
2;HOMBRE;55;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
2;HOMBRE;56;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
2;HOMBRE;57;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
3;HOMBRE;59;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;HOMBRE;60;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
2;HOMBRE;61;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;HOMBRE;62;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
2;HOMBRE;63;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
2;HOMBRE;64;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Fundi;mar-26
1;MUJER;19;ADM USO LIBRE;La Fundi;mar-26
1;MUJER;23;ADM USO LIBRE;La Fundi;mar-26
1;MUJER;25;ADM USO LIBRE;La Fundi;mar-26
2;MUJER;26;ADM USO LIBRE;La Fundi;mar-26
1;MUJER;30;ADM USO LIBRE;La Fundi;mar-26
1;MUJER;49;ADM USO LIBRE;La Fundi;mar-26
1;MUJER;51;ADM USO LIBRE;La Fundi;mar-26
1;MUJER;57;ADM USO LIBRE;La Fundi;mar-26
2;MUJER;63;ADM USO LIBRE;La Fundi;mar-26
2;MUJER;64;ADM USO LIBRE;La Fundi;mar-26
4;MUJER;65;ADM USO LIBRE;La Fundi;mar-26
4;MUJER;66;ADM USO LIBRE;La Fundi;mar-26
1;MUJER;67;ADM USO LIBRE;La Fundi;mar-26
1;MUJER;68;ADM USO LIBRE;La Fundi;mar-26
4;MUJER;69;ADM USO LIBRE;La Fundi;mar-26
4;MUJER;70;ADM USO LIBRE;La Fundi;mar-26
2;MUJER;71;ADM USO LIBRE;La Fundi;mar-26
2;MUJER;72;ADM USO LIBRE;La Fundi;mar-26
2;MUJER;74;ADM USO LIBRE;La Fundi;mar-26
2;MUJER;77;ADM USO LIBRE;La Fundi;mar-26
1;MUJER;78;ADM USO LIBRE;La Fundi;mar-26
1;MUJER;79;ADM USO LIBRE;La Fundi;mar-26
1;MUJER;82;ADM USO LIBRE;La Fundi;mar-26
1;MUJER;88;ADM USO LIBRE;La Fundi;mar-26
1;HOMBRE;21;ADM USO LIBRE;La Fundi;mar-26
1;HOMBRE;28;ADM USO LIBRE;La Fundi;mar-26
1;HOMBRE;30;ADM USO LIBRE;La Fundi;mar-26
2;HOMBRE;31;ADM USO LIBRE;La Fundi;mar-26
1;HOMBRE;34;ADM USO LIBRE;La Fundi;mar-26
1;HOMBRE;40;ADM USO LIBRE;La Fundi;mar-26
1;HOMBRE;43;ADM USO LIBRE;La Fundi;mar-26
1;HOMBRE;45;ADM USO LIBRE;La Fundi;mar-26
1;HOMBRE;47;ADM USO LIBRE;La Fundi;mar-26
1;HOMBRE;49;ADM USO LIBRE;La Fundi;mar-26
1;HOMBRE;52;ADM USO LIBRE;La Fundi;mar-26
1;HOMBRE;53;ADM USO LIBRE;La Fundi;mar-26
1;HOMBRE;56;ADM USO LIBRE;La Fundi;mar-26
1;HOMBRE;57;ADM USO LIBRE;La Fundi;mar-26
1;HOMBRE;58;ADM USO LIBRE;La Fundi;mar-26
1;HOMBRE;59;ADM USO LIBRE;La Fundi;mar-26
1;HOMBRE;60;ADM USO LIBRE;La Fundi;mar-26
2;HOMBRE;61;ADM USO LIBRE;La Fundi;mar-26
2;HOMBRE;63;ADM USO LIBRE;La Fundi;mar-26
4;HOMBRE;64;ADM USO LIBRE;La Fundi;mar-26
9;HOMBRE;65;ADM USO LIBRE;La Fundi;mar-26
5;HOMBRE;66;ADM USO LIBRE;La Fundi;mar-26
4;HOMBRE;67;ADM USO LIBRE;La Fundi;mar-26
10;HOMBRE;68;ADM USO LIBRE;La Fundi;mar-26
6;HOMBRE;69;ADM USO LIBRE;La Fundi;mar-26
5;HOMBRE;70;ADM USO LIBRE;La Fundi;mar-26
8;HOMBRE;71;ADM USO LIBRE;La Fundi;mar-26
4;HOMBRE;72;ADM USO LIBRE;La Fundi;mar-26
3;HOMBRE;73;ADM USO LIBRE;La Fundi;mar-26
3;HOMBRE;74;ADM USO LIBRE;La Fundi;mar-26
3;HOMBRE;75;ADM USO LIBRE;La Fundi;mar-26
1;HOMBRE;76;ADM USO LIBRE;La Fundi;mar-26
2;HOMBRE;77;ADM USO LIBRE;La Fundi;mar-26
1;HOMBRE;79;ADM USO LIBRE;La Fundi;mar-26
1;HOMBRE;82;ADM USO LIBRE;La Fundi;mar-26
1;HOMBRE;86;ADM USO LIBRE;La Fundi;mar-26
1;MUJER;18;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
1;MUJER;26;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
1;MUJER;42;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
1;MUJER;43;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
2;MUJER;44;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
1;MUJER;47;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
1;MUJER;48;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
2;MUJER;49;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
2;MUJER;50;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
2;MUJER;51;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
1;MUJER;53;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
3;MUJER;54;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
3;MUJER;55;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
3;MUJER;56;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
2;MUJER;57;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
2;MUJER;58;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
3;MUJER;60;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
4;MUJER;61;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
4;MUJER;62;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
1;MUJER;63;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
