Nº de abonados;Sexo;Edad;Tipo de abono;Centro deportivo;Mes
2;MUJER;64;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;38;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;46;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;50;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;51;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;52;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;55;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;57;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
2;HOMBRE;59;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;61;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;62;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;64;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;65;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;ene-26
1;MUJER;15;ADM COMPLETO;La Masó - Luis de la Fuente;ene-26
1;MUJER;24;ADM COMPLETO;La Masó - Luis de la Fuente;ene-26
1;MUJER;41;ADM COMPLETO;La Masó - Luis de la Fuente;ene-26
1;MUJER;45;ADM COMPLETO;La Masó - Luis de la Fuente;ene-26
1;MUJER;46;ADM COMPLETO;La Masó - Luis de la Fuente;ene-26
1;MUJER;47;ADM COMPLETO;La Masó - Luis de la Fuente;ene-26
1;MUJER;57;ADM COMPLETO;La Masó - Luis de la Fuente;ene-26
1;MUJER;61;ADM COMPLETO;La Masó - Luis de la Fuente;ene-26
1;MUJER;62;ADM COMPLETO;La Masó - Luis de la Fuente;ene-26
1;MUJER;63;ADM COMPLETO;La Masó - Luis de la Fuente;ene-26
1;MUJER;64;ADM COMPLETO;La Masó - Luis de la Fuente;ene-26
1;MUJER;65;ADM COMPLETO;La Masó - Luis de la Fuente;ene-26
1;MUJER;66;ADM COMPLETO;La Masó - Luis de la Fuente;ene-26
3;MUJER;67;ADM COMPLETO;La Masó - Luis de la Fuente;ene-26
3;MUJER;68;ADM COMPLETO;La Masó - Luis de la Fuente;ene-26
1;MUJER;69;ADM COMPLETO;La Masó - Luis de la Fuente;ene-26
2;MUJER;70;ADM COMPLETO;La Masó - Luis de la Fuente;ene-26
1;MUJER;71;ADM COMPLETO;La Masó - Luis de la Fuente;ene-26
1;MUJER;72;ADM COMPLETO;La Masó - Luis de la Fuente;ene-26
1;MUJER;74;ADM COMPLETO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;45;ADM COMPLETO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;46;ADM COMPLETO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;53;ADM COMPLETO;La Masó - Luis de la Fuente;ene-26
2;HOMBRE;56;ADM COMPLETO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;57;ADM COMPLETO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;61;ADM COMPLETO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;62;ADM COMPLETO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;63;ADM COMPLETO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;65;ADM COMPLETO;La Masó - Luis de la Fuente;ene-26
2;HOMBRE;66;ADM COMPLETO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;67;ADM COMPLETO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;71;ADM COMPLETO;La Masó - Luis de la Fuente;ene-26
1;MUJER;5;ADM FAMILIAR;La Masó - Luis de la Fuente;ene-26
1;MUJER;6;ADM FAMILIAR;La Masó - Luis de la Fuente;ene-26
2;MUJER;7;ADM FAMILIAR;La Masó - Luis de la Fuente;ene-26
1;MUJER;9;ADM FAMILIAR;La Masó - Luis de la Fuente;ene-26
1;MUJER;10;ADM FAMILIAR;La Masó - Luis de la Fuente;ene-26
1;MUJER;12;ADM FAMILIAR;La Masó - Luis de la Fuente;ene-26
1;MUJER;17;ADM FAMILIAR;La Masó - Luis de la Fuente;ene-26
2;MUJER;18;ADM FAMILIAR;La Masó - Luis de la Fuente;ene-26
1;MUJER;20;ADM FAMILIAR;La Masó - Luis de la Fuente;ene-26
1;MUJER;26;ADM FAMILIAR;La Masó - Luis de la Fuente;ene-26
1;MUJER;27;ADM FAMILIAR;La Masó - Luis de la Fuente;ene-26
1;MUJER;39;ADM FAMILIAR;La Masó - Luis de la Fuente;ene-26
1;MUJER;44;ADM FAMILIAR;La Masó - Luis de la Fuente;ene-26
1;MUJER;46;ADM FAMILIAR;La Masó - Luis de la Fuente;ene-26
1;MUJER;50;ADM FAMILIAR;La Masó - Luis de la Fuente;ene-26
1;MUJER;51;ADM FAMILIAR;La Masó - Luis de la Fuente;ene-26
1;MUJER;52;ADM FAMILIAR;La Masó - Luis de la Fuente;ene-26
1;MUJER;54;ADM FAMILIAR;La Masó - Luis de la Fuente;ene-26
1;MUJER;57;ADM FAMILIAR;La Masó - Luis de la Fuente;ene-26
1;MUJER;63;ADM FAMILIAR;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;5;ADM FAMILIAR;La Masó - Luis de la Fuente;ene-26
2;HOMBRE;7;ADM FAMILIAR;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;17;ADM FAMILIAR;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;19;ADM FAMILIAR;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;26;ADM FAMILIAR;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;44;ADM FAMILIAR;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;46;ADM FAMILIAR;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;47;ADM FAMILIAR;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;51;ADM FAMILIAR;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;52;ADM FAMILIAR;La Masó - Luis de la Fuente;ene-26
2;HOMBRE;57;ADM FAMILIAR;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;62;ADM FAMILIAR;La Masó - Luis de la Fuente;ene-26
1;MUJER;76;ADM FIN DE SEMANA;La Masó - Luis de la Fuente;ene-26
1;MUJER;53;ADM REDUCIDO;La Masó - Luis de la Fuente;ene-26
1;MUJER;59;ADM REDUCIDO;La Masó - Luis de la Fuente;ene-26
1;MUJER;61;ADM REDUCIDO;La Masó - Luis de la Fuente;ene-26
1;MUJER;66;ADM REDUCIDO;La Masó - Luis de la Fuente;ene-26
2;MUJER;67;ADM REDUCIDO;La Masó - Luis de la Fuente;ene-26
1;MUJER;68;ADM REDUCIDO;La Masó - Luis de la Fuente;ene-26
4;MUJER;70;ADM REDUCIDO;La Masó - Luis de la Fuente;ene-26
2;MUJER;71;ADM REDUCIDO;La Masó - Luis de la Fuente;ene-26
1;MUJER;72;ADM REDUCIDO;La Masó - Luis de la Fuente;ene-26
1;MUJER;75;ADM REDUCIDO;La Masó - Luis de la Fuente;ene-26
2;MUJER;76;ADM REDUCIDO;La Masó - Luis de la Fuente;ene-26
3;MUJER;77;ADM REDUCIDO;La Masó - Luis de la Fuente;ene-26
1;MUJER;80;ADM REDUCIDO;La Masó - Luis de la Fuente;ene-26
1;MUJER;81;ADM REDUCIDO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;42;ADM REDUCIDO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;47;ADM REDUCIDO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;55;ADM REDUCIDO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;58;ADM REDUCIDO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;59;ADM REDUCIDO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;64;ADM REDUCIDO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;65;ADM REDUCIDO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;67;ADM REDUCIDO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;71;ADM REDUCIDO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;75;ADM REDUCIDO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;76;ADM REDUCIDO;La Masó - Luis de la Fuente;ene-26
2;HOMBRE;77;ADM REDUCIDO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;78;ADM REDUCIDO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;79;ADM REDUCIDO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;82;ADM REDUCIDO;La Masó - Luis de la Fuente;ene-26
2;HOMBRE;89;ADM REDUCIDO;La Masó - Luis de la Fuente;ene-26
1;MUJER;16;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
1;MUJER;20;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
3;MUJER;21;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
3;MUJER;22;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
2;MUJER;23;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
5;MUJER;24;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
5;MUJER;25;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
1;MUJER;28;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
4;MUJER;29;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
1;MUJER;30;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
1;MUJER;31;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
1;MUJER;32;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
2;MUJER;33;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
1;MUJER;34;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
1;MUJER;35;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
1;MUJER;36;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
2;MUJER;39;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
1;MUJER;42;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
2;MUJER;43;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
3;MUJER;46;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
2;MUJER;47;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
2;MUJER;50;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
1;MUJER;54;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
1;MUJER;57;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
2;MUJER;58;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
1;MUJER;60;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
1;MUJER;61;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
1;MUJER;62;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
1;MUJER;63;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;18;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
2;HOMBRE;19;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
4;HOMBRE;20;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
3;HOMBRE;21;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
6;HOMBRE;22;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
10;HOMBRE;23;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
3;HOMBRE;24;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
2;HOMBRE;25;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
5;HOMBRE;26;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
6;HOMBRE;27;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
4;HOMBRE;28;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;29;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;30;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
3;HOMBRE;31;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;32;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
3;HOMBRE;33;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
2;HOMBRE;35;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;36;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;38;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;40;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
2;HOMBRE;42;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
4;HOMBRE;43;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
4;HOMBRE;44;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
3;HOMBRE;45;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
3;HOMBRE;47;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;48;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
3;HOMBRE;50;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
3;HOMBRE;51;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
3;HOMBRE;52;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
2;HOMBRE;53;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;54;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;55;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;56;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;57;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
2;HOMBRE;58;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;59;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
2;HOMBRE;60;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
3;HOMBRE;61;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
2;HOMBRE;62;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
3;HOMBRE;63;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
2;HOMBRE;64;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;65;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;La Masó - Luis de la Fuente;ene-26
1;MUJER;18;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;MUJER;20;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;MUJER;21;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
2;MUJER;22;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
5;MUJER;23;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;MUJER;24;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;MUJER;25;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
2;MUJER;26;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;MUJER;29;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;MUJER;35;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;MUJER;36;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;MUJER;38;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
2;MUJER;43;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;MUJER;45;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;MUJER;46;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
2;MUJER;47;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
3;MUJER;48;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;MUJER;49;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;MUJER;50;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
3;MUJER;51;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
2;MUJER;52;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;MUJER;53;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;MUJER;55;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
3;MUJER;56;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
2;MUJER;57;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;MUJER;58;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;MUJER;59;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
2;MUJER;60;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
3;MUJER;62;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
2;MUJER;64;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
3;MUJER;65;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
6;MUJER;66;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
2;MUJER;67;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
3;MUJER;68;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
2;MUJER;69;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;MUJER;70;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
5;MUJER;71;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
3;MUJER;72;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
5;MUJER;73;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
6;MUJER;74;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;MUJER;75;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
3;MUJER;76;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
2;MUJER;77;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
3;MUJER;78;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
2;MUJER;79;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
2;MUJER;80;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;MUJER;81;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
2;MUJER;83;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
2;MUJER;85;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;MUJER;86;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;MUJER;88;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;15;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
3;HOMBRE;18;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
2;HOMBRE;19;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;20;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;21;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;22;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
3;HOMBRE;23;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;24;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;25;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
4;HOMBRE;26;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;27;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;28;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
2;HOMBRE;29;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
2;HOMBRE;30;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
2;HOMBRE;32;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
2;HOMBRE;33;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;34;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;35;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
5;HOMBRE;36;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
2;HOMBRE;38;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;39;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;40;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
2;HOMBRE;41;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;42;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;43;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;44;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
2;HOMBRE;45;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
3;HOMBRE;46;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
2;HOMBRE;47;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
3;HOMBRE;48;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
3;HOMBRE;49;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;50;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
4;HOMBRE;51;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
2;HOMBRE;52;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
2;HOMBRE;53;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
3;HOMBRE;54;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
4;HOMBRE;55;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
2;HOMBRE;56;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
3;HOMBRE;57;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;59;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
2;HOMBRE;60;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
7;HOMBRE;61;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
2;HOMBRE;63;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
10;HOMBRE;64;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
8;HOMBRE;65;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
7;HOMBRE;66;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
8;HOMBRE;67;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
12;HOMBRE;68;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
10;HOMBRE;69;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
7;HOMBRE;70;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
12;HOMBRE;71;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
8;HOMBRE;72;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
9;HOMBRE;73;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
10;HOMBRE;74;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
6;HOMBRE;75;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
5;HOMBRE;76;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;77;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
3;HOMBRE;78;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
6;HOMBRE;79;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
6;HOMBRE;80;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
4;HOMBRE;81;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
4;HOMBRE;82;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
4;HOMBRE;83;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;84;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
4;HOMBRE;85;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;HOMBRE;86;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
2;HOMBRE;88;ADM USO LIBRE;La Masó - Luis de la Fuente;ene-26
1;MUJER;18;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;feb-26
1;MUJER;22;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;feb-26
1;MUJER;26;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;feb-26
1;MUJER;42;ADM ACTIVIDAD DIRIGIDA;La Masó - Luis de la Fuente;feb-26
